16 November 2020,TN00030-Bank Search Fees,UGX,125,70800,65,70800,TN00030,
07 December 2020,TN00065-Cheque Issuance Fees,UGX,125,51188,65,51188,TN00065,
24 December 2020,TN00080-TN00080,UGX,113,600000,66,600000,TN00080,
24 December 2020,TN00081-Intern Admin Transport Refund,UGX,107,230000,66,230000,TN00081,
24 December 2020,TN00082-Office Lunch expense for two people,UGX,105,494400,66,494400,TN00082,
24 December 2020,TN00083-Airtime two people,UGX,123,100000,66,100000,TN00083,
24 December 2020,TN00084-November Cleaning Fee,UGX,100,100000,66,100000,TN00084,
24 December 2020,TN00085-Sundry Expenses& Office Sanitizer,UGX,143,65000,66,65000,TN00085,
24 December 2020,TN00086-URA& BANK,UGX,112,50000,66,50000,TN00086,
